"","HIGH","LOW","MOD"
" ENSG00000126368.6|NR1D1",0,0,0
" ENSG00000163378.14|EOGT",0.00447813519353571,0.00496079107968206,0.00395341055688825
" ENSG00000262728.6|ARHGAP11A-DT",0.101614339680827,0.0289315710855729,0.00456262548464372
" ENSG00000054118.15|THRAP3",0.0077566969426908,0.0353986272187393,0.00347927397263963
" ENSG00000175701.11|MTLN",0.0244015261651658,0.00932200174907469,0.00328555768937463
" ENSG00000233016.9|SNHG7",0.00036712082684176,0.0023571566651958,0.000666564496629701
" ENSG00000205730.7|ITPRIPL2",0.00483030196513656,0.00400416756036936,0.00286238101619037
" ENSG00000127666.11|TICAM1",0.000962817383018733,0.000320070544978162,0.00164757415023045
" ENSG00000184014.9|DENND5A",0.00948683572444678,0.0155320631302471,0.00413026219181101
" ENSG00000039319.17|ZFYVE16",0.019700411016021,0.0115040719526221,0.00554343791341216
" ENSG00000104388.15|RAB2A",0.00733841308036157,0.00669514773821789,0.00508038676329417
" ENSG00000112983.18|BRD8",0.00671923421692511,0.0078427077400054,0.00198836431086324
" ENSG00000139597.18|N4BP2L1",0.0190236322521009,0.01660532675597,0.0051462573320066
" ENSG00000236287.8|ZBED5",0.00487676631384015,0.00679345255766402,0.0021517802614819
" ENSG00000145708.11|CRHBP",0.0198674170434164,0.00491199657182539,0.00365875968312423
" ENSG00000110696.10|C11orf58",0.00270976176643187,0.0143449165818479,0.0020421653154008
" ENSG00000153832.12|FBXO36",0.00671809524250936,0.0214903503565433,0.00108393242977224
" ENSG00000178033.6|CALHM5",0.0168517322191093,0.00924406756427265,0.00460961636288026
" ENSG00000113638.14|TTC33",0.00512256719318278,0.00437755718477472,0.00184547475036113
" ENSG00000167522.17|ANKRD11",0.0069863422466131,0.0073928359231082,0.00386857496058335
" ENSG00000184719.13|RNLS",0.0192040208749182,0.0208345932041449,0.00380865400726227
" ENSG00000111581.10|NUP107",0.0189445280518445,0.0279697316531793,0.00589328801403677
" ENSG00000214021.18|TTLL3",0.00616441097975373,0.006263790341618,0.00481834612526394
" ENSG00000115464.15|USP34",0.00226899545951913,0.00330545866605547,0.00191116806225899
" ENSG00000204196.5|RPL12P16",0.0102671537920195,0.000897488080788045,0.000427022756508966
" ENSG00000093000.19|NUP50",0.00660166261035335,0.0237907806394411,0.00224190156410144
" ENSG00000157570.12|TSPAN18",0.00218404859281796,0.00591257102271678,0.000817080109496215
" ENSG00000263465.5|SRSF8",0.00725866288873031,0.016222019478305,0.00488527427420438
" ENSG00000115109.14|EPB41L5",0.00522926194153748,0.00570846961009348,0.00242910567305721
" ENSG00000092010.15|PSME1",0.00880132529222699,0.0130362272315119,0.0043195046511102
" ENSG00000161944.17|ASGR2",0.18009071123135,0.00662405317145973,0.00347804489249337
" ENSG00000140983.15|RHOT2",0.00713700865614719,0.0069200879111484,0.00197478788904948
" ENSG00000167107.13|ACSF2",0.00703962021749505,0.00855382335275653,0.00372119663699273
" ENSG00000164465.19|DCBLD1",0.0286817027874258,0.0138763025565589,0.00723112958524108
" ENSG00000245105.4|A2M-AS1",0.00894831250648231,0.00520260010088891,0.00191203593481148
" ENSG00000145029.15|NICN1",0.00347249323139776,0.00974125956133286,0.00119675461556878
" ENSG00000117020.19|AKT3",0.00717471784962923,0.00840671757511335,0.0041444932966116
" ENSG00000212807.3|OR2A42",0.0840824568871023,0.00765306175534164,0.00215635193434005
" ENSG00000147852.17|VLDLR",0.0286521199894941,0.0535023704237499,0.00521368590377715
" ENSG00000120093.12|HOXB3",0.0071057577888537,0.00466221615141027,0.0034827623829198
" ENSG00000004478.8|FKBP4",0.0103555629480399,0.0133997048119657,0.00511797391158509
" ENSG00000184601.11|C14orf180",0.0138104224162351,0.00924708686578097,0.00510442536586397
" ENSG00000198689.13|SLC9A6",0.00239867589236714,0.00267291907539902,0.00255628255417706
" ENSG00000223923.2|TNS1-AS1",0.0709711545684256,0.00588001532216975,0.0034115426486953
" ENSG00000177990.12|DPY19L2",0.0146927214016,0.0108265312987359,0.00309847114484049
" ENSG00000061676.16|NCKAP1",0.00204581891765513,0.00251753836877309,0.00650509395151897
" ENSG00000291178.1|ENSG00000291178",0.0132554385745254,0.029453716092225,0.00487890501241165
" ENSG00000269044.2|ENSG00000269044",0.0236378640616904,0.0269931601075094,0.00607678286551339
" ENSG00000204217.16|BMPR2",0.00231441395302925,0.00113665058786094,0.00447583788191898
" ENSG00000246695.9|RASSF8-AS1",0.00506465691947677,0.0331452715310776,0.00186403916453448
" ENSG00000161544.10|CYGB",0.0169016044399821,0.0113187648756198,0.00697590554569572
" ENSG00000166896.9|ATP23",0.0227620427448568,0.076061203192333,0.00535288966634954
" ENSG00000166924.9|NYAP1",0.00782163851324946,0.00118847734853061,0.00155117234359126
" ENSG00000170471.15|RALGAPB",0.00397454902243392,0.0096332539005869,0.00209252533414228
" ENSG00000197557.7|TTC30A",0.00825976040379093,0.00261966675779202,0.00305794012757837
" ENSG00000123213.23|NLN",0.0163430649430504,0.0115886653628997,0.00501278328415103
" ENSG00000250479.9|CHCHD10",0.0045506584897268,0.0300158333086171,0.00253272504694706
" ENSG00000103254.10|ANTKMT",0.063228359086932,0.0152676479003855,0.0048580861951516
" ENSG00000108406.10|DHX40",0.0167666019519848,0.0162730695508812,0.00710199580979154
" ENSG00000120457.12|KCNJ5",0.0905052480867108,0.014651474257992,0.0042242653312512
" ENSG00000128641.19|MYO1B",0.0168096950415449,0.0151034290387304,0.00492174075209302
" ENSG00000099800.8|TIMM13",0.02980196687722,0.0208279345859795,0.00616223482186553
" ENSG00000108588.15|CCDC47",0.00592105258921429,0.130828291230404,0.0045961027524334
" ENSG00000159263.16|SIM2",0.127454544573935,0.00953274206709087,0.00402281428173057
" ENSG00000287104.2|ENSG00000287104",0.00108589977710416,0.00615570930272814,0.000789651435232006
" ENSG00000124003.13|MOGAT1",0.138268312397918,0.0158424013529059,0.00587090804084178
" ENSG00000130299.17|GTPBP3",0.00867616823104922,0.031535438134294,0.00258385644348735
" ENSG00000119402.18|FBXW2",0.00219380860244921,0.00219262714550222,0.00292559064506459
" ENSG00000142973.16|CYP4B1",0.0193947390718889,0.0032968975405353,0.00451942239981646
" ENSG00000187079.20|TEAD1",0.01796714845409,0.00737834611825772,0.00545848234056146
" ENSG00000113163.19|CERT1",0.00533285571581066,0.0599188601302043,0.0022142840034417
" ENSG00000239998.7|LILRA2",0.0421155171014203,0.000693565176339994,0.000870100267307471
" ENSG00000132846.6|ZBED3",0.00697160920030557,0.00631956367340436,0.00313860694921209
" ENSG00000183134.5|PTGDR2",0.064533600340609,0.0130208314199489,0.00327899330742665
" ENSG00000100813.15|ACIN1",0.00124724680994148,0.00332637699166245,0.0236486800739746
" ENSG00000135334.9|AKIRIN2",0.0143339105603432,0.0103441903631843,0.00641786396456571
" ENSG00000198937.9|CCDC167",0.0352360935401409,0.0225835385813212,0.00286579622587729
" ENSG00000127954.13|STEAP4",0.00253182860997782,0.00145643814991573,0.00158935683202247
" ENSG00000168237.18|GLYCTK",0.00816167912289845,0.00554835151620149,0.00256511896088984
" ENSG00000074696.13|HACD3",0.00512338070820639,0.00600448684278498,0.00331078965605447
" ENSG00000164938.14|TP53INP1",0.00877462407428409,0.00752347083492066,0.0021764384784364
" ENSG00000107672.15|NSMCE4A",0.0169711166889444,0.0255227048534008,0.00557031200577751
" ENSG00000112297.18|CRYBG1",0.0137803395582157,0.0143787699920093,0.00402834984379363
" ENSG00000162817.7|C1orf115",0.017606872846646,0.039026900895455,0.00690469149421868
" ENSG00000267787.7|ENSG00000267787",0.0309789660963499,0.00495243308493765,0.00253178626320272
" ENSG00000076003.5|MCM6",0.0503441215690766,0.0152080662823421,0.00625431368272034
" ENSG00000154767.15|XPC",0.0200555736069291,0.0221117449960553,0.00739570787373259
" ENSG00000143207.21|COP1",0.00176350338361388,0.0069194590884083,0.00158006922117693
" ENSG00000257949.7|TEN1",0.0413833452445538,0.00648549214075456,0.00408951080106634
" ENSG00000145335.17|SNCA",0.0893340664161896,0.0226740790274168,0.00349717008805139
" ENSG00000183520.12|UTP11",0.0114356551099835,0.0417375387301734,0.00456912167007251
" ENSG00000006704.11|GTF2IRD1",0.00200252229546494,0.00620963432710424,0.00198394941539379
" ENSG00000171451.15|DSEL",0.0204940141765984,0.0126187148069452,0.0055891357485297
" ENSG00000185633.11|NDUFA4L2",0.00751269949975497,0.0545241381278943,0.00145710360886393
" ENSG00000121892.15|PDS5A",0.00975053643937076,0.0147063041579518,0.00437385322243233
" ENSG00000158473.8|CD1D",0.1061500366365,0.0809498516348196,0.0058506212025443
" ENSG00000272668.2|ENSG00000272668",0.0136385630546818,0.00402084158663174,0.00326980229434326
" ENSG00000030419.17|IKZF2",0.0236189535402816,0.00152590783567041,0.0029786585654569
" ENSG00000158458.21|NRG2",0.00187877460452313,0.00118760129787221,0.0014154346493709
" ENSG00000141968.8|VAV1",0.0653422989562627,0.00345524897419305,0.0036405103909492
" ENSG00000274070.2|CASTOR2",0.0142460349472086,0.00631934046305815,0.00329012475833679
" ENSG00000109736.15|MFSD10",0.000782657627970362,0.000376322268702878,0.00471486601965144
" ENSG00000109775.11|UFSP2",0.0205166417067212,0.0235887819212648,0.00724992773723065
" ENSG00000279833.1|ENSG00000279833",0.0388006264150346,0.0120595535032056,0.00418597469754537
" ENSG00000108010.12|GLRX3",0.0015782725214647,0.00230283418956156,0.00699737293868621
" ENSG00000003400.16|CASP10",0.00610113969439063,0.00275318987122829,0.00340381329729633
" ENSG00000115594.12|IL1R1",0.00821969115775978,0.00465780833088473,0.0050297762075876
" ENSG00000279649.1|ENSG00000279649",0.00288581869608087,0.00060221144653072,0.00156879834430858
" ENSG00000122691.13|TWIST1",0.0261041058571164,0.0297524807571659,0.00559089000804958
" ENSG00000140280.14|LYSMD2",0.0428322907709268,0.0265756228360328,0.00589411256656033
" ENSG00000111907.21|TPD52L1",0.00938302835749905,0.0505714450728574,0.00331810840354907
" ENSG00000163281.12|GNPDA2",0.00516563987604684,0.00209305607217225,0.00443604636143679
" ENSG00000198055.11|GRK6",0.00708853740935158,0.00331498893164761,0.00407385986988698
" ENSG00000006638.13|TBXA2R",0.00486189992196762,0.000569438647114895,0.00140691861602235
" ENSG00000160310.19|PRMT2",0.0075387744972607,0.0120982136467782,0.0041905809485383
" ENSG00000169418.10|NPR1",0.0169160199822816,0.0505111167468546,0.00673593363149527
" ENSG00000173674.11|EIF1AX",0.0120112498563928,0.0154153309576034,0.00663620986118209
" ENSG00000215375.7|MYL5",0.019596384419467,0.086605532493344,0.0048939808519296
" ENSG00000290474.1|GUSBP2",0.0467074373105312,0.00272481703640259,0.00389821386152023
" ENSG00000004534.15|RBM6",0.00147781103654632,0.00313838756030933,0.0027729651937594
" ENSG00000011600.12|TYROBP",0.078560765027374,0.0181771884403382,0.00428269273926662
" ENSG00000009307.17|CSDE1",0.0100485130055171,0.0105313610200126,0.00567603905633574
" ENSG00000172243.18|CLEC7A",0.0164497153122891,0.00393244369058654,0.000581789873389416
" ENSG00000152270.9|PDE3B",0.0010920498845441,0.000289311882414878,0.00163218792750951
" ENSG00000138231.14|DBR1",0.0239440210865882,0.0162771051249401,0.00825060085313656
" ENSG00000243364.8|EFNA4",0.0467863968516443,0.0156500057936338,0.00354859506296268
" ENSG00000130775.16|THEMIS2",0.0250962732879857,0.00895527842361099,0.00166510379737293
" ENSG00000047188.16|YTHDC2",0.00325195341151878,0.0028327463511032,0.00456150833308955
" ENSG00000008513.17|ST3GAL1",0.0154426791963095,0.010885377884452,0.00692623959772809
" ENSG00000158985.14|CDC42SE2",0.005875689957593,0.0947951188897352,0.00279687697274576
" ENSG00000174327.7|SLC16A13",0.107100752360285,0.0111892565928769,0.0059682190711841
" ENSG00000051108.15|HERPUD1",0.00671509531347014,0.00828491676785037,0.00245194659826997
" ENSG00000235513.2|L3MBTL2-AS1",0.015537760632149,0.00879357013775195,0.00230935109475283
" ENSG00000065970.9|FOXJ2",0.00817910249795983,0.00506396039848446,0.00531307083860355
" ENSG00000130592.17|LSP1",0.0346283403662377,0.0362114868769221,0.00466583515444519
" ENSG00000067167.8|TRAM1",0.00202634363919644,0.0130832603530496,0.00156349068500383
" ENSG00000104522.16|GFUS",0.0134991248874896,0.0100992355707328,0.00568985913017486
" ENSG00000259826.1|CDK13-DT",0.0428180666716515,0.0441658729655406,0.00423081637761458
" ENSG00000257259.3|LINC02388",0.212618462965608,0.0185455359566503,0.00875948041234431
" ENSG00000196850.6|PPTC7",0.00854448396623963,0.0147275327449291,0.00467607147952442
" ENSG00000246922.10|UBAP1L",0.0403544174441274,0.00726268084290715,0.00290221957739889
" ENSG00000141456.16|PELP1",0.0168233016183036,0.0920259004474346,0.00337321756639453
" ENSG00000143970.18|ASXL2",0.00288891176811127,0.00192282824716966,0.00169096422299187
" ENSG00000083520.15|DIS3",0.00884125136389793,0.0418066236081048,0.00605009500426457
" ENSG00000183605.17|SFXN4",0.00088773780118645,0.00210386963153203,0.0013398411320781
" ENSG00000111145.8|ELK3",0.00260867884969207,0.00247943751224311,0.00313159557887808
" ENSG00000131844.17|MCCC2",0.00547168519904606,0.00461526986075926,0.00207238938854849
" ENSG00000067191.17|CACNB1",0.0136306637450413,0.00801606214886652,0.00197185250489536
" ENSG00000288632.1|ENSG00000288632",0.0990994412776113,0.0224076297546363,0.00714584638013977
" ENSG00000169193.12|CCDC126",0.00818879086733774,0.00937938320254128,0.00360054808749832
" ENSG00000152700.14|SAR1B",0.00377022090610045,0.00485273719743673,0.00478614800449828
" ENSG00000171310.11|CHST11",0.0376618411003077,0.00747748209170194,0.00269398577627755
" ENSG00000189241.8|TSPYL1",0.0118842527303352,0.0185688816309317,0.00545167297678483
" ENSG00000135845.10|PIGC",0.0286358327507268,0.021139429171043,0.00677362569421036
" ENSG00000087338.5|GMCL1",0.009946971653553,0.00986808670947855,0.00236684354606452
" ENSG00000101307.16|SIRPB1",0.0811284212083779,0.0298186023521839,0.00266391689015777
" ENSG00000175602.4|CCDC85B",0.0377740700673398,0.00993285358334373,0.00353585855818328
" ENSG00000099960.13|SLC7A4",0.07617099360686,0.00526303982287135,0.00230157262619712
" ENSG00000134070.5|IRAK2",0.0167200959524443,0.0031344608439452,0.0021246234723194
" ENSG00000198795.11|ZNF521",0.0202130090597117,0.0707357543316031,0.00613211323591356
" ENSG00000181007.9|ZFP82",0.0213412014915045,0.00748198953771329,0.00553552865506179
" ENSG00000198947.18|DMD",0.00405937566681799,0.00882981815626979,0.001003247936053
" ENSG00000085832.18|EPS15",0.00396347823665644,0.00373670912116519,0.00547334384003162
" ENSG00000182196.14|ARL6IP4",0.0197744646532305,0.0163231303852536,0.00791275075536801
" ENSG00000106524.9|ANKMY2",0.0118187684077972,0.00597695127395771,0.00766112417850251
" ENSG00000157796.18|WDR19",0.00970218705182293,0.0147285622414785,0.00289373419265775
" ENSG00000176720.6|BOK",0.0029628487651141,0.00367336548653496,0.00203985821301078
" ENSG00000143183.18|TMCO1",0.0179255028845952,0.101034484799972,0.00842594632507654
" ENSG00000111269.3|CREBL2",0.00811325169718168,0.0105486332458907,0.00403024054809239
" ENSG00000084733.11|RAB10",0.0173304891815229,0.0963684359865052,0.00703078612280737
" ENSG00000184378.3|ACTRT3",0.0139286583361062,0.00440932608648581,0.00224359984851474
" ENSG00000276564.1|ENSG00000276564",0.0429295431797143,0.00824304375289198,0.00218413277106544
" ENSG00000122692.9|SMU1",0.0129559437911325,0.0177225407632235,0.00827960126942906
" ENSG00000135968.22|GCC2",0.0145638265026045,0.0251003261706109,0.00567365268994324
" ENSG00000170291.16|ELP5",0.00318423874870899,0.0031723797566493,0.00145902859342928
" ENSG00000063046.18|EIF4B",0.0162510647710629,0.0187253996428838,0.00871490994741742
" ENSG00000123131.13|PRDX4",0.0180714767807177,0.0165668213028628,0.00680699909178051
" ENSG00000213402.3|PTPRCAP",0.0839972732517246,0.0005890097235558,0.00402021451738549
" ENSG00000138061.12|CYP1B1",0.0168840801478387,0.00939914251780793,0.00394073578809728
" ENSG00000173848.19|NET1",0.0121490905663105,0.00219506216034959,0.00201949231868115
" ENSG00000146776.15|ATXN7L1",0.015655340990308,0.00662509936422165,0.00217597512177582
" ENSG00000247679.3|ENSG00000247679",0.0213518691181638,0.0307286490115197,0.0041845814899574
" ENSG00000157191.20|NECAP2",0.0219614470575857,0.0241236382676513,0.00763404510139653
" ENSG00000143093.15|STRIP1",0.0111491614136122,0.023347662181321,0.00585405657976073
" ENSG00000064547.14|LPAR2",0.0285294253826399,0.00749019004040504,0.00120872110458625
" ENSG00000171988.20|JMJD1C",0.00603225496092633,0.0159724582585388,0.00253267686444054
" ENSG00000173276.14|ZBTB21",0.00362730269315565,0.00548169181883595,0.00103291984303115
" ENSG00000111052.8|LIN7A",0.0225057899585904,0.0220587855742388,0.00646310449779508
" ENSG00000291173.1|CASP4LP",0.035803879585625,0.0329258827454588,0.00457052097743574
" ENSG00000280039.1|RN7SKP23",0.0847940710759912,0.0866216949442554,0.00525585520901878
" ENSG00000052795.13|FNIP2",0.00560026746307084,0.118935666030992,0.00330080050702983
" ENSG00000134453.16|RBM17",0.0223567603254875,0.162640097252259,0.00704608496079318
" ENSG00000111879.20|FAM184A",0.0297678031492237,0.0189399650710189,0.00719163131747869
" ENSG00000158859.10|ADAMTS4",0.0200003293648888,0.00957597824133451,0.00269652920924793
" ENSG00000167244.22|IGF2",0.0108479276007309,0.00686831194841453,0.00381997986673099
" ENSG00000124613.9|ZNF391",0.0284449915980215,0.0153790448733168,0.00631770714352365
" ENSG00000114739.14|ACVR2B",0.0154767353878325,0.0271337211807596,0.00266909285403371
" ENSG00000166037.11|CEP57",0.00744287487793968,0.0144584254667109,0.00422031833138209
" ENSG00000239672.8|NME1",0.0038100447990943,0.0350931340974185,0.00126077104701861
" ENSG00000018280.17|SLC11A1",0.152565551647983,0.0118158846981794,0.00569374184237648
" ENSG00000099282.10|TSPAN15",0.0259042945357583,0.022167395147677,0.0081927747091923
" ENSG00000204498.11|NFKBIL1",0.0252655533624542,0.0265210576151582,0.00674832953675938
" ENSG00000227544.10|LINC03013",0.107625396810708,0.086479125926075,0.00621815304724727
" ENSG00000197565.17|COL4A6",0.0747132304503473,0.13953989228289,0.00618604786067865
" ENSG00000139343.11|SNRPF",0.0173701841085271,0.00945964079387372,0.00716525731177897
" ENSG00000266903.3|CEACAM16-AS1",0.0814854453406807,0.00731638993911194,0.00235029290952093
