"","HIGH","LOW","MOD"
" ENSG00000126368.6|NR1D1",0,0,0
" ENSG00000182220.15|ATP6AP2",0.00662903690604374,0.00685218952971356,0.00696371909007693
" ENSG00000258498.10|DIO3OS",0.0397317664947408,0.0261041643904504,0.00938377348808571
" ENSG00000180992.7|MRPL14",0.0261460430274154,0.0761211234304009,0.00790137916336003
" ENSG00000180488.17|MIGA1",0.0320673311263803,0.0374776350543672,0.0117899698772948
" ENSG00000115461.5|IGFBP5",0.0335942111585746,0.0227713982662798,0.0115054269832004
" ENSG00000092201.10|SUPT16H",0.0230956690253396,0.0491997408774856,0.0108616093879698
" ENSG00000277027.1|RMRP",0.199009175515966,0.0145618393524001,0.0113347034753537
" ENSG00000077454.17|LRCH4",0.0591986727691706,0.0266462770881598,0.0116786920903399
" ENSG00000178177.17|LCORL",0.00517279816432136,0.0112214749561212,0.00168361770968983
" ENSG00000261879.9|ZNF594-DT",0.00581928020621847,0.00222404683615984,0.00194467563898615
" ENSG00000204086.4|RPA4",0.109900029707681,0.108099679116723,0.00803938150875172
" ENSG00000125871.14|MGME1",0.0038061210753983,0.00266824713094072,0.00528426884337496
" ENSG00000181409.14|AATK",0.0152211177717108,0.00463302207596558,0.002221023139099
" ENSG00000029363.17|BCLAF1",0.00361280860877294,0.00428845811385941,0.00950827366020379
" ENSG00000267605.8|ENSG00000267605",0.10770989842899,0.0329923896472272,0.00463105132582854
" ENSG00000260296.1|ENSG00000260296",0.0907440961605915,0.0251567156441,0.0103864834709708
" ENSG00000184898.7|RBM43",0.00452209790373481,0.00344680071257941,0.00365571894856187
" ENSG00000215788.11|TNFRSF25",0.0326679781936953,0.0235594154359543,0.00772123193428151
" ENSG00000136819.15|C9orf78",0.0140891898058566,0.0551250672540488,0.00740890773790163
" ENSG00000118985.16|ELL2",0.0139694105063624,0.0116179886615836,0.00378588936815355
" ENSG00000118705.18|RPN2",0.0187978546900984,0.0237564281246853,0.0130078232950798
" ENSG00000078177.15|N4BP2",0.00303434773945199,0.000956587395336661,0.00361269048343195
" ENSG00000287839.2|ENSG00000287839",0.0431154879333415,0.0259089890113409,0.00807579642368978
" ENSG00000198815.9|FOXJ3",0.0192127458661017,0.0327370179580524,0.0122920154471237
" ENSG00000107719.10|PALD1",0.0131311853002154,0.0219624402034908,0.00364669919959049
" ENSG00000165006.14|UBAP1",0.00445315489607701,0.00537141542738617,0.00426511236402065
" ENSG00000146555.20|SDK1",0.00203955621261453,0.0147681941586621,0.000517867916747017
" ENSG00000257108.2|NHLRC4",0.162548821907926,0.0176727820461451,0.00880489956357624
" ENSG00000187607.16|ZNF286A",0.10266052360684,0.0242136915635104,0.0106567378373839
" ENSG00000111237.19|VPS29",0.0109918178447806,0.0197658191897717,0.00490371806921877
" ENSG00000149564.12|ESAM",0.00609298262993052,0.00694679015983879,0.00268215232044478
" ENSG00000287059.1|ENSG00000287059",0.0271282851909679,0.0164935737972426,0.00555720854900066
" ENSG00000173926.6|MARCHF3",0.0077658351016157,0.00064298652803918,0.00221490361479126
" ENSG00000108179.14|PPIF",0.0307998414417505,0.0297707532398033,0.0100918923660445
" ENSG00000146122.17|DAAM2",0.0128107635460432,0.00803692688334091,0.0040245986363713
" ENSG00000140682.19|TGFB1I1",0.011689334877731,0.00648732783811701,0.0055638613189346
" ENSG00000188549.13|CCDC9B",0.0268405313245856,0.14783500284356,0.00703959127301168
" ENSG00000196865.4|NHLRC2",0.0101257334648751,0.0346999187709842,0.00596409035982649
" ENSG00000270804.1|UBE2CP5",0.0542550685975981,0.0511147243374456,0.00610326359887081
" ENSG00000185697.17|MYBL1",0.117232921388015,0.0131067635164651,0.00677679827547883
" ENSG00000106991.14|ENG",0.031243455894239,0.0262379409966553,0.0114030966518441
" ENSG00000242028.8|HYPK",0.0102999235008975,0.0126146767047024,0.00444763440440965
" ENSG00000157181.16|ODR4",0.0200681259613513,0.0545099780186834,0.011241262591201
" ENSG00000285804.2|ENSG00000285804",0.0320148919974814,0.0126741378940205,0.00517033414900026
" ENSG00000169062.15|UPF3A",0.0189636344488392,0.152268626805573,0.0101966024518193
" ENSG00000167208.16|SNX20",0.139504516563727,0.0918683037263525,0.00587367027432317
" ENSG00000228314.2|CYP4F29P",0.202505128332102,0.0205607145382565,0.0127242393995243
" ENSG00000177885.15|GRB2",0.00432444285216408,0.00625995070938756,0.008081953411056
" ENSG00000177738.6|ANXA2R-OT1",0.0150066229565847,0.0131121440111023,0.007502935855152
" ENSG00000026950.17|BTN3A1",0.00210372853264917,0.000973908184266459,0.0158042082752702
" ENSG00000097033.15|SH3GLB1",0.0092192159635455,0.0106260856834561,0.00630291196616283
" ENSG00000164916.11|FOXK1",0.0126216435207401,0.00907066848954141,0.00449019982544074
" ENSG00000074621.14|SLC24A1",0.0180527750374538,0.163974343672961,0.00776852045289833
" ENSG00000012660.14|ELOVL5",0.0243523361095997,0.020292855987322,0.0106463558530899
" ENSG00000142166.15|IFNAR1",0.0227437005058378,0.0247771132550149,0.0181502874146259
" ENSG00000134744.14|TUT4",0.0211340838615392,0.0153028079282331,0.00952583172273835
" ENSG00000139631.20|CSAD",0.000643141505472178,0.000533791477503653,0.00186713420804932
" ENSG00000138709.20|LARP1B",0.00956584408734224,0.00528626980246849,0.00860954230035617
" ENSG00000081059.20|TCF7",0.0363177922482719,0.022852932588739,0.00663706866769477
" ENSG00000167552.15|TUBA1A",0.0208964556085164,0.0162882668552519,0.00944666410211608
" ENSG00000174059.17|CD34",0.0011520855541326,0.00260418719373656,0.0274817823018696
" ENSG00000197291.9|RAMP2-AS1",0.0170334445832487,0.0350503263897629,0.00646333013151584
" ENSG00000116824.5|CD2",0.39629089972007,0.0204214390261597,0.00958973463504487
" ENSG00000153975.10|ZUP1",0.0333422317079593,0.0166006857273713,0.0120599390605313
" ENSG00000197062.12|ZSCAN26",0.0209498104349799,0.0968585609718289,0.0087882537166406
" ENSG00000163412.13|EIF4E3",0.0100031783740346,0.0113351801080249,0.00457170607536101
" ENSG00000148730.7|EIF4EBP2",0.00160273786958978,0.0291466055990547,0.00372268481521743
" ENSG00000164535.15|DAGLB",0.0302556121708414,0.0439858984627239,0.0115870880834313
" ENSG00000260526.1|AP1AR-DT",0.082191768415684,0.00854507822452044,0.00984981122423197
" ENSG00000166501.14|PRKCB",0.262876661696931,0.0262189195207881,0.00950954830830109
" ENSG00000169241.19|SLC50A1",0.0320566953867027,0.0300506584470688,0.0112920623220577
" ENSG00000166343.10|MSS51",0.0224319295905024,0.01042120577084,0.00460546451326838
" ENSG00000116473.15|RAP1A",0.0026078450079916,0.00905470178563994,0.0970534159079137
" ENSG00000116717.13|GADD45A",0.0145023336390744,0.00745831374249282,0.00258670669561703
" ENSG00000198546.15|ZNF511",0.0127098520449088,0.0159522517374894,0.00408099363243586
" ENSG00000184787.19|UBE2G2",0.00601804949096851,0.00807385415752773,0.00677598882387701
" ENSG00000141232.5|TOB1",0.00176141478056911,0.000289346514739663,0.00184709213968429
" ENSG00000272368.2|ENSG00000272368",0.0784741142767361,0.0143509542634213,0.00882755069422014
" ENSG00000122042.10|UBL3",0.0109792301984776,0.0503412552228973,0.00627212812657327
" ENSG00000092964.18|DPYSL2",0.0357955529347731,0.0954571248946972,0.0111299251580635
" ENSG00000163606.11|CD200R1",0.219348381873229,0.0166222746304895,0.00926802290921791
" ENSG00000163072.16|NOSTRIN",0.0168718304018612,0.0129990172881368,0.0108388558147251
" ENSG00000115966.18|ATF2",0.0341425799430531,0.118209557634892,0.0110266272152971
" ENSG00000159228.13|CBR1",0.00607476884707203,0.00877282086271938,0.00673799513996385
" ENSG00000101417.12|PXMP4",0.0123199726252229,0.0137542130067262,0.00420901975864008
" ENSG00000174307.7|PHLDA3",0.00397897602157097,0.00756827797323323,0.00305860650712136
" ENSG00000125966.10|MMP24",0.120585275269956,0.0441848422400198,0.00784535977241103
" ENSG00000157578.14|LCA5L",0.0746324558787665,0.12325746918693,0.00605064067831107
" ENSG00000251192.8|ZNF674",0.0248890502486158,0.0137556513677878,0.00939552550084748
" ENSG00000123836.15|PFKFB2",0.00568191406282049,0.00819108059467233,0.00133597059744228
" ENSG00000135211.6|TMEM60",0.0324258900489992,0.0736322035423801,0.00665770067994542
" ENSG00000271601.4|LIX1L",0.00331841779775333,0.00264640294269073,0.00513073061355551
" ENSG00000122566.22|HNRNPA2B1",0.0125898189977622,0.0168630354649906,0.00705059043786089
" ENSG00000137563.13|GGH",0.00263575729737553,0.00108450473092703,0.00515993012509974
" ENSG00000124491.16|F13A1",0.0183863584550753,0.0270214963505939,0.00206463582159266
" ENSG00000090061.17|CCNK",0.0376871508040159,0.0200847590983749,0.0107360656276859
" ENSG00000223611.7|SUPT20HL2",0.0708189897767442,0.0256484857601758,0.0100716017315942
" ENSG00000100629.17|CEP128",0.0198912251664843,0.00844116082519977,0.00375672152962461
" ENSG00000227345.9|PARG",0.011977723759904,0.00837900542253393,0.00402869011580994
" ENSG00000250072.8|SH3TC2-DT",0.175916676511411,0.0239954151015909,0.0099392416261298
" ENSG00000146070.17|PLA2G7",0.186404464223741,0.0140613057322543,0.0113210910555428
" ENSG00000178996.14|SNX18",0.0350396906477799,0.0313623930506485,0.0125085999893944
" ENSG00000121552.4|CSTA",0.0131983928427839,0.00877622847730375,0.00482565845443243
" ENSG00000164342.14|TLR3",0.0351997937889362,0.0344555813148351,0.0110174629182946
" ENSG00000124160.12|NCOA5",0.016689101841326,0.0157215641889371,0.00990826543382684
" ENSG00000146802.13|TMEM168",0.0228654456130155,0.247563455864664,0.0114262077977524
" ENSG00000221869.5|CEBPD",0.0283923407056088,0.0122950155624352,0.00702219921980607
" ENSG00000229492.1|ENSG00000229492",0.111980530383164,0.0208869377336894,0.00728094050100054
" ENSG00000102935.12|ZNF423",0.000777236277447191,0.000467531156374958,0.0033365833055623
" ENSG00000158089.15|GALNT14",0.101382090602177,0.0148624190018067,0.00698994485134308
" ENSG00000185614.7|INKA1",0.0572782962371233,0.0218702953650172,0.00948818715041829
" ENSG00000273729.1|ENSG00000273729",0.0531065779192961,0.0309323916967992,0.0107931949500051
" ENSG00000134371.14|CDC73",0.0203068442539112,0.025160710897035,0.0104212655482918
" ENSG00000165506.15|DNAAF2",0.0047586288071722,0.00399077011959537,0.00363941746897592
" ENSG00000116062.19|MSH6",0.0117483284697457,0.0185000404853273,0.00586477168002364
" ENSG00000078304.20|PPP2R5C",0.00354308246553953,0.0582818505434347,0.034806002279854
" ENSG00000109689.20|STIM2",0.00619386412290553,0.0062124770154416,0.00246374900368626
" ENSG00000273308.1|ENSG00000273308",0.0576126147645377,0.0271945805118924,0.00568904216939655
" ENSG00000183735.11|TBK1",0.00756753331230636,0.0077146530588753,0.00437489200237909
" ENSG00000107242.20|PIP5K1B",0.0894138524467803,0.107806077636828,0.00842560435504247
" ENSG00000110619.18|CARS1",0.007925255118993,0.00507597222084177,0.00601397693095085
" ENSG00000137288.10|UQCC2",0.0023370569701977,0.00629718591438383,0.00319628973952566
" ENSG00000131023.13|LATS1",0.0153542154386053,0.0136139975480145,0.00446885287413251
" ENSG00000081320.11|STK17B",0.0221494872529484,0.0103244878484499,0.00440820610095785
" ENSG00000137710.17|RDX",0.00848848344609388,0.00772419026442717,0.00427911770743772
" ENSG00000153246.13|PLA2R1",0.0163959185997802,0.0173893519033858,0.00770450579251499
" ENSG00000137936.18|BCAR3",0.0407526658875487,0.0450512871258592,0.0107782143900487
" ENSG00000104921.15|FCER2",0.177263388390425,0.0463789851521001,0.0101693775234386
" ENSG00000158022.7|TRIM63",0.083142230790425,0.00970507347732126,0.00439734920613635
" ENSG00000055917.17|PUM2",0.0161195945742172,0.0368965107741065,0.00847658618199632
" ENSG00000090863.12|GLG1",0.0249266451022649,0.143538419120449,0.0105240575962543
" ENSG00000109458.10|GAB1",0.0149251248554211,0.00486550300983471,0.00271750797259323
" ENSG00000091732.17|ZC3HC1",0.021053835639545,0.0173386689360606,0.00731734953184038
" ENSG00000290560.1|ENSG00000290560",0.0446606444806363,0.0125044217577587,0.00531211279914567
" ENSG00000234840.2|LINC01239",0.0415049185828531,0.0604946288876908,0.00853983427518756
" ENSG00000041515.16|MYO16",0.0257615959431774,0.016295140119182,0.0051553066827682
" ENSG00000143882.12|ATP6V1C2",0.0530937716744355,0.15203903258889,0.0087619695226705
" ENSG00000145907.16|G3BP1",0.0121467472961945,0.0167058382946001,0.00494781145267178
" ENSG00000232973.14|CYP1B1-AS1",0.206938376153014,0.0407985419496558,0.0121277497048178
" ENSG00000104903.5|LYL1",0.0234733108263009,0.00962910447077248,0.00490751882035545
" ENSG00000102595.22|UGGT2",0.00214594759901219,0.00274431237122347,0.00583473143751784
" ENSG00000137770.14|CTDSPL2",0.0356853426371887,0.044823355161754,0.012791902861274
" ENSG00000253719.4|ATXN7L3B",0.0166951924477468,0.0445686550040683,0.00983935134325942
" ENSG00000123104.12|ITPR2",0.0371295390714809,0.0375023317122605,0.0107733715601265
" ENSG00000062282.15|DGAT2",0.0495327411898123,0.0427889130331527,0.0121707829036886
" ENSG00000168275.16|COA6",0.0131067789697576,0.0220676243155014,0.00446665312880756
" ENSG00000291265.1|ENSG00000291265",0.118907556961322,0.0200735294149452,0.00754285839618546
" ENSG00000275052.5|PPP4R3B",0.0185584688863936,0.0577568509648404,0.0113397335572667
" ENSG00000142920.18|AZIN2",0.0742780573331285,0.0252477359280114,0.0131277006827446
" ENSG00000156453.14|PCDH1",0.0209898855259267,0.0132375077991307,0.00841260142428113
" ENSG00000122224.18|LY9",0.195715768824943,0.0355748971965288,0.00650539458342639
" ENSG00000049323.16|LTBP1",0.0107143847306568,0.053211310996486,0.00516366454083583
" ENSG00000064419.14|TNPO3",0.0172562400151806,0.0317770244024844,0.0107957127348762
" ENSG00000278991.1|ENSG00000278991",0.0801290470963524,0.00183941405264141,0.0365885464745369
" ENSG00000146376.11|ARHGAP18",0.00514645632748945,0.00226822207042943,0.00964915312838843
" ENSG00000169783.13|LINGO1",0.104935124673099,0.0131661689786647,0.00864285082798255
" ENSG00000111885.7|MAN1A1",0.00306944528661568,0.0108545529685651,0.00407087375257809
" ENSG00000015171.21|ZMYND11",0.00166309763359629,0.00365798480113522,0.00678270432073569
" ENSG00000023287.13|RB1CC1",0.00243563655813909,0.00233957007487451,0.0210656007645116
" ENSG00000079387.15|SENP1",0.031078403028196,0.0343122207980878,0.0107976817698479
" ENSG00000164181.14|ELOVL7",0.0726729067171392,0.0359338773239908,0.00961393986494397
" ENSG00000133243.10|BTBD2",0.00664777164553798,0.00648830700755587,0.00584734062732628
" ENSG00000113263.14|ITK",0.223851525618156,0.0154985178598288,0.00773494845628164
" ENSG00000164466.13|SFXN1",0.00181675911652801,0.00215958701467656,0.00176139801574404
" ENSG00000157764.14|BRAF",0.00110800468806198,0.000793865076052448,0.00290976705112584
" ENSG00000253837.1|LOXL2-AS1",0.224844097347284,0.077329846412781,0.0112578879877221
" ENSG00000128283.7|CDC42EP1",0.0117766233974739,0.0157310158616873,0.00464882652666887
" ENSG00000166579.16|NDEL1",0.0160413597609302,0.0214626226757443,0.0103499155599098
" ENSG00000145414.9|NAF1",0.00663251858696144,0.0423238212579763,0.00282175698188685
" ENSG00000169926.11|KLF13",0.0134740086390284,0.0101313813623743,0.0101868524211554
" ENSG00000165389.7|SPTSSA",0.00625633323658841,0.0084259077247558,0.00352798643828458
" ENSG00000213337.9|ANKRD39",0.0187093426826122,0.00896975712704506,0.0043020490046115
" ENSG00000007516.15|BAIAP3",0.00330777149647876,0.00146794092699831,0.00237355114065473
" ENSG00000134283.18|PPHLN1",0.0173627449689168,0.0104065624653362,0.0144429088933092
" ENSG00000204351.13|SKIC2",0.0100348919782913,0.010017493971311,0.00468800710673167
" ENSG00000153914.16|SREK1",0.0271524361839669,0.0218416711511171,0.0131520968807033
" ENSG00000089127.15|OAS1",0.00893486960672984,0.00552226682069668,0.00501538849910299
" ENSG00000130881.14|LRP3",0.0225159704321293,0.0622648159566295,0.00945301777134555
" ENSG00000167799.10|NUDT8",0.000326858950594255,0.000184245245851893,0.000410941299243461
" ENSG00000115541.11|HSPE1",0.00733413536702776,0.00993820712520621,0.00427408847015376
" ENSG00000144837.9|PLA1A",0.0826909128086472,0.162266660963999,0.006386928939771
" ENSG00000137642.13|SORL1",0.0398900134365656,0.00899632034192666,0.00465965851651113
" ENSG00000165929.13|TC2N",0.0388232346876189,0.0245470996132793,0.0114819762594489
" ENSG00000124813.23|RUNX2",0.146055343751219,0.0287378541532134,0.00965642821806289
" ENSG00000122359.18|ANXA11",0.0230172375429472,0.176570509312589,0.0103146366422675
" ENSG00000174669.12|SLC29A2",0.00480244773862594,0.00139307309979952,0.00542156959113604
" ENSG00000213390.11|ARHGAP19",0.0266337715263655,0.0222323419373263,0.00617542247918679
" ENSG00000123136.15|DDX39A",0.031167056761367,0.357965118885163,0.0099236470970131
" ENSG00000188612.12|SUMO2",0.013743412852937,0.0106321500320485,0.01383848422979
" ENSG00000103528.17|SYT17",0.0434152755406157,0.185481554022155,0.00980027507093706
" ENSG00000165115.15|KIF27",0.0392714284533918,0.0177184214749947,0.0138859541958028
" ENSG00000000938.13|FGR",0.0797090611799648,0.0581157980623025,0.0067125965174303
" ENSG00000146676.10|PURB",0.0256196949154566,0.0720147438640833,0.0114816212979911
" ENSG00000141569.12|TRIM65",0.00839568648731959,0.00339323781666023,0.0129327154731886
" ENSG00000138801.9|PAPSS1",0.0310945312410557,0.0878902880069908,0.0137837607810912
" ENSG00000152558.15|TMEM123",0.00617049103060075,0.0100830565751149,0.00744702282753684
" ENSG00000167549.19|CORO6",0.00571019043563492,0.0114879074669297,0.00251804549007772
" ENSG00000105492.16|SIGLEC6",0.0189464978548857,0.0180781924839577,0.00101686515569581
" ENSG00000182704.8|TSKU",0.0558487555612346,0.0179598162808152,0.00919454633568306
" ENSG00000048544.6|MRPS10",0.0151604818590935,0.0342325217236603,0.00838410528311119
" ENSG00000013375.17|PGM3",0.0039027758914278,0.00102604127495681,0.00111581596108285
" ENSG00000140332.18|TLE3",0.095861514447758,0.0330328322362921,0.0117142692704473
" ENSG00000091986.16|CCDC80",0.0201150152776638,0.0186302035060623,0.0116455929209325
" ENSG00000132196.16|HSD17B7",0.0381568758354396,0.018921531086262,0.00852304608979226
" ENSG00000188690.15|UROS",0.0282361233327315,0.0795541974643899,0.0125807559134493
" ENSG00000186130.5|ZBTB6",0.0300274309480337,0.0251064857623928,0.0117746208404927
" ENSG00000150433.10|TMEM218",0.0268199409761053,0.133175983848307,0.00947491783115972
" ENSG00000167600.14|CYP2S1",0.0921061478637126,0.00746327530242715,0.00837241711449895
" ENSG00000141391.14|PRELID3A",0.036129412564905,0.0139422459971336,0.00618033724105982
" ENSG00000164506.16|STXBP5",0.00751775294153799,0.00952827442150001,0.00386311106398279
" ENSG00000123562.18|MORF4L2",0.0327710669544073,0.0497466420559883,0.0139130429643606
" ENSG00000160813.7|PPP1R35",0.0233040851347375,0.0188612837790516,0.00718308324203795
" ENSG00000133703.14|KRAS",0.0174236144775752,0.0485875823532399,0.00538165593773043
" ENSG00000142089.17|IFITM3",0.0287837976556519,0.095348653107888,0.0104589295873323
" ENSG00000256751.6|PLBD1-AS1",0.0146294224887436,0.0306471272725981,0.00700874559610121
" ENSG00000162971.11|TYW5",0.0112124591518424,0.108794081579573,0.00556783559026941
" ENSG00000241158.7|ADAMTS9-AS1",0.0745645213821484,0.0338508022869497,0.0116097150849367
" ENSG00000111231.9|GPN3",0.0067598094515443,0.00587511535341117,0.00411693233404957
" ENSG00000111452.13|ADGRD1",0.09020407411065,0.0233681654952294,0.0112023546514669
" ENSG00000096093.16|EFHC1",0.0304133768309952,0.0488217156286841,0.0106274292616297
" ENSG00000270412.1|ENSG00000270412",0.0639886148076971,0.028521912071294,0.0124468680242279
" ENSG00000225975.8|ZNF567-DT",0.0268939145163018,0.0184763623687803,0.00871872676002461
" ENSG00000129422.15|MTUS1",0.00513728076996289,0.00544140556505124,0.00468132836049482
" ENSG00000122786.20|CALD1",0.0226940616512524,0.0138325959649376,0.0147737650554175
" ENSG00000196116.8|TDRD7",0.0224819750409331,0.159639906441235,0.0116507604898875
" ENSG00000005206.17|SPPL2B",0.0118749168079976,0.0147710581592791,0.00450171719676895
" ENSG00000198901.14|PRC1",0.0917711640361468,0.0122360159122854,0.0135590659922048
" ENSG00000128829.12|EIF2AK4",0.0184394946031525,0.0908158554223834,0.00846071408354709
" ENSG00000283345.1|MPHOSPH10P3",0.246969525646967,0.0324610296779377,0.0115046673935481
" ENSG00000285900.1|ENSG00000285900",0.151403471340547,0.0136236003479896,0.0094238505169899
" ENSG00000071894.17|CPSF1",0.0210291738374124,0.180885169568839,0.0136533390877363
" ENSG00000167984.18|NLRC3",0.0783902024458807,0.03679592335514,0.00965496300098001
" ENSG00000178038.17|ALS2CL",0.043165091994232,0.039643710425925,0.0156763289891307
" ENSG00000126249.8|PDCD2L",0.00307415885079798,0.00395204581844744,0.00153306078326154
" ENSG00000078295.17|ADCY2",0.00527736354234319,0.00246767731399934,0.000880989629067282
" ENSG00000281649.3|EBLN3P",0.0305821553099168,0.026011053226891,0.0154762022283871
" ENSG00000100422.14|CERK",0.022672625322935,0.0499274521597981,0.0104386666149747
" ENSG00000161010.16|MRNIP",0.0201089819615754,0.0749747529053724,0.0108411043936792
" ENSG00000197345.13|MRPL21",0.0103801160796585,0.00571442441852721,0.0103523891842626
" ENSG00000171617.16|ENC1",0.0275412506077721,0.0350267453341805,0.00942396040851944
" ENSG00000291006.1|ENSG00000291006",0.0189220351978183,0.00775860025089809,0.00623889045593033
" ENSG00000204301.6|NOTCH4",0.0262625937702271,0.0365763393324346,0.0114659646438987
" ENSG00000136709.12|WDR33",0.0360146485428864,0.0385771558061291,0.0182005590467489
" ENSG00000288674.1|ENSG00000288674",0.0156248710924305,0.0643142042992693,0.00458683425352824
" ENSG00000290758.1|ENSG00000290758",0.127123164443737,0.0352609951994692,0.00959216165383214
" ENSG00000181619.12|GPR135",0.00518938027379925,0.00107376941389199,0.0196795532845984
" ENSG00000085978.22|ATG16L1",0.0165337446481987,0.0314632375619024,0.00636657195501921
" ENSG00000177464.5|GPR4",0.0246071149095912,0.0118133675178921,0.00576318241287173
" ENSG00000156127.8|BATF",0.259411414075905,0.0721864733667432,0.0121301215840723
" ENSG00000198315.11|ZKSCAN8",0.0560221739150831,0.0429629285254999,0.0122656384849975
" ENSG00000172927.9|MYEOV",0.227415056592064,0.0260847704566679,0.0120895073551387
" ENSG00000169756.17|LIMS1",0.00378231379759111,0.0033564801259182,0.032621336674676
" ENSG00000164929.17|BAALC",0.0295259301894097,0.0568376660848923,0.00729003005662162
" ENSG00000196642.19|RABL6",0.053769354743269,0.028268506678948,0.0163831495538136
" ENSG00000106333.13|PCOLCE",0.0376455589685185,0.0572985229721631,0.0117961671036638
" ENSG00000179841.8|AKAP5",0.0831200710594505,0.0793439199501783,0.00983484164668919
" ENSG00000155959.12|VBP1",0.0115242382415566,0.0103249210623846,0.00508129437423647
" ENSG00000198839.10|ZNF277",0.0105100704362883,0.0223343156060442,0.0071122139623055
" ENSG00000019169.11|MARCO",0.0799486194081689,0.0157126754185495,0.00704636508762975
" ENSG00000233006.8|MIR3936HG",0.039501742386709,0.0202544762577916,0.00884991053948655
" ENSG00000023608.5|SNAPC1",0.0381418528785688,0.0386572081673963,0.0121549451346105
" ENSG00000152944.9|MED21",0.0239657397477614,0.0373762188749298,0.0100855775089606
" ENSG00000101974.15|ATP11C",0.00428488591411373,0.00248797536029455,0.0076954711418187
" ENSG00000185811.21|IKZF1",0.170885321587736,0.0246399093755113,0.0105934984860407
" ENSG00000076053.12|RBM7",0.00170950538736331,0.00151671610584092,0.003659188290554
" ENSG00000167985.7|SDHAF2",0.0452934497016915,0.0493360049855694,0.0113993993221615
" ENSG00000127863.16|TNFRSF19",0.0558082464481614,0.0211333321772551,0.00909001597244119
" ENSG00000167880.8|EVPL",0.0843336407491907,0.00985620174230317,0.00717311168797263
" ENSG00000159588.15|CCDC17",0.106050927127882,0.0280345960164492,0.0105862328870795
" ENSG00000117298.16|ECE1",0.00491462315711096,0.00588892272133466,0.0100051380043922
" ENSG00000174004.6|NRROS",0.0192801090765459,0.00668587615893634,0.00860425202623362
" ENSG00000028310.18|BRD9",0.00731949193482884,0.0185473569357262,0.00340627452808473
" ENSG00000165943.5|MOAP1",0.0126130753113413,0.0158268277419448,0.005917261559684
" ENSG00000164626.9|KCNK5",0.172512882378884,0.0286959582109659,0.0151971874627292
" ENSG00000215883.11|CYB5RL",0.0118538064580809,0.034225503578916,0.00608513468010952
" ENSG00000289245.2|ENSG00000289245",0.0118831099163305,0.00572666060189009,0.00169886754025039
" ENSG00000203865.13|ATP1A1-AS1",0.0377374938508495,0.0242087117199588,0.0110431485555711
" ENSG00000197594.14|ENPP1",0.0223918665906534,0.116682889505164,0.00773802971680115
" ENSG00000154217.16|PITPNC1",0.0185719236100276,0.0118128262817725,0.00817563365408447
" ENSG00000176994.11|SMCR8",0.033615820304016,0.0274962478964982,0.0194069476824915
" ENSG00000204386.12|NEU1",0.0429749872382866,0.0374878755215382,0.0147519811798135
" ENSG00000162702.8|ZNF281",0.0312794869782541,0.0539944938209154,0.0130144599640366
" ENSG00000110756.18|HPS5",0.00278692830693289,0.0123283539277817,0.00594946049080758
" ENSG00000136929.13|HEMGN",0.227841163442313,0.0203388780095596,0.00785280482934958
" ENSG00000131370.16|SH3BP5",0.010999177528708,0.0283531855760754,0.00409909223538973
" ENSG00000273472.2|ENSG00000273472",0.132197809622029,0.0263160032514167,0.0111888890326993
" ENSG00000129680.16|MAP7D3",0.0123113199619429,0.00998909535905634,0.0119793904078631
" ENSG00000213801.4|ZNF321P",0.0867335729834973,0.0284372299102791,0.0142165266125976
" ENSG00000185950.9|IRS2",0.0251847741197362,0.0107165655457467,0.0122187049850138
" ENSG00000288973.1|ENSG00000288973",0.0461655253009124,0.0377548424396439,0.0176715325681799
" ENSG00000167257.11|RNF214",0.0231782889516877,0.129541161731373,0.014226278291706
" ENSG00000110077.15|MS4A6A",0.00382582715941582,0.000373880260013541,0.00894717344837518
" ENSG00000077097.17|TOP2B",0.0185774941878998,0.0213948562641629,0.0165072643250826
" ENSG00000111728.11|ST8SIA1",0.0801069986966721,0.0180875482434787,0.010700566324861
" ENSG00000242516.4|LINC00960",0.0683568805020811,0.140425435972084,0.0117290654100268
" ENSG00000173638.19|SLC19A1",0.000493485795720727,0.00376182988496597,0.0147639527821292
" ENSG00000110876.10|SELPLG",0.138674377412844,0.0146629061374264,0.00978990341472406
" ENSG00000053900.11|ANAPC4",0.0403924845848921,0.035932195820557,0.0217845765513747
" ENSG00000288694.2|ENSG00000288694",0.0119090076013546,0.0120669753016503,0.0030932905435066
" ENSG00000286320.2|ENSG00000286320",0.0689708581933035,0.0229680865705059,0.0108741412498592
" ENSG00000128585.18|MKLN1",0.0212312769601507,0.0184143803469906,0.0138884631368864
" ENSG00000290397.1|ENSG00000290397",0.0805483809631687,0.0514098085373114,0.011656027117294
" ENSG00000164484.12|TMEM200A",0.12437145987253,0.0588936223090318,0.0106005723251726
" ENSG00000270170.2|NCBP2AS2",0.0530045906995631,0.0326832308255958,0.013760455055571
" ENSG00000165495.16|PKNOX2",0.0101359635905266,0.00746896379864874,0.00333265389745143
" ENSG00000106366.9|SERPINE1",0.0932335859301742,0.0199942909111094,0.00775093971299615
" ENSG00000160179.19|ABCG1",0.0566055493151608,0.0285137953262729,0.0132237285370796
" ENSG00000072201.14|LNX1",0.0374497364970118,0.0135297451783258,0.0121344876952008
" ENSG00000160111.15|CPAMD8",0.00202395002364234,0.000600307433464939,0.0149131016371052
